alert_id,created_at,product_id,product_name,warehouse_id,warehouse_name,supplier_id,supplier_name,alert_type,severity,quantity_on_hand,reorder_threshold,days_to_expiry,status
ALT000813,2026-06-26,P022,Cefixime,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,97,145,77,Open
ALT000814,2026-06-26,P013,Forlax,WH002,Lyon Distribution Center,SUP004,EuroMeds,Low Stock,Medium,74,87,407,Open
ALT000815,2026-06-26,P003,Ibuprofene,WH005,Madrid Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,70,232,560,Open
ALT000816,2026-06-26,P008,Spasfon,WH004,Munich Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,76,136,51,Open
ALT000817,2026-06-26,P045,Xarelto,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,6,87,672,Open
ALT000818,2026-06-26,P031,Loratadine,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,17,269,149,Open
ALT000819,2026-06-26,P004,Paracetamol,WH008,Rome Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,8,231,807,Open
ALT000820,2026-06-26,P038,Rivaroxaban,WH001,Paris Distribution Center,SUP001,MediSupply Europe,Low Stock,High,26,259,463,Open
ALT000821,2026-06-26,P006,Ventoline,WH009,Brussels Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,96,139,88,Open
ALT000822,2026-06-26,P044,Eliquis,WH003,Berlin Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,41,180,822,Open
ALT000823,2026-06-26,P043,Cortancyl,WH008,Rome Distribution Center,SUP006,HealthChain Partners,Low Stock,High,7,267,705,Open
ALT000824,2026-06-26,P013,Forlax,WH004,Munich Distribution Center,SUP004,EuroMeds,Low Stock,Medium,72,87,458,Open
ALT000825,2026-06-26,P036,Sertraline,WH010,Amsterdam Distribution Center,SUP006,HealthChain Partners,Low Stock,High,29,165,5,Open
ALT000826,2026-06-26,P047,Lantus,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,60,139,393,Open
ALT000827,2026-06-26,P030,Furosemide,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,46,142,806,Open
ALT000828,2026-06-26,P001,Doliprane,WH008,Rome Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,3,178,239,Open
ALT000829,2026-06-26,P017,Levothyrox,WH010,Amsterdam Distribution Center,SUP004,EuroMeds,Low Stock,Medium,65,194,93,Open
ALT000830,2026-06-26,P029,Prednisone,WH006,Barcelona Distribution Center,SUP006,HealthChain Partners,Low Stock,High,40,265,272,Open
ALT000831,2026-06-26,P044,Eliquis,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,50,180,279,Open
ALT000832,2026-06-26,P010,Aerius,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,81,252,373,Open
ALT000833,2026-06-26,P036,Sertraline,WH010,Amsterdam Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,80,165,100,Open
ALT000834,2026-06-26,P028,Omeprazole,WH003,Berlin Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,47,232,23,Open
ALT000835,2026-06-26,P043,Cortancyl,WH006,Barcelona Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,50,267,393,Open
ALT000836,2026-06-26,P008,Spasfon,WH010,Amsterdam Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,49,136,554,Open
ALT000837,2026-06-26,P048,Inexium,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,99,187,812,Open
ALT000838,2026-06-26,P022,Cefixime,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,36,145,8,Open
ALT000839,2026-06-26,P044,Eliquis,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,15,180,58,Open
ALT000840,2026-06-26,P010,Aerius,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,14,252,873,Open
ALT000841,2026-06-26,P009,Kardegic,WH008,Rome Distribution Center,SUP002,PharmaLogistics,Low Stock,High,2,115,662,Open
ALT000842,2026-06-26,P027,Ramipril,WH009,Brussels Distribution Center,SUP004,EuroMeds,Low Stock,High,12,130,458,Open
ALT000843,2026-06-26,P029,Prednisone,WH006,Barcelona Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,144,265,888,Open
ALT000844,2026-06-26,P003,Ibuprofene,WH003,Berlin Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,62,232,104,Open
ALT000845,2026-06-26,P035,Biseptine,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,61,137,38,Open
ALT000846,2026-06-26,P035,Biseptine,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,22,137,680,Open
ALT000847,2026-06-26,P017,Levothyrox,WH004,Munich Distribution Center,SUP004,EuroMeds,Low Stock,High,44,194,451,Open
ALT000848,2026-06-26,P018,Zyrtec,WH009,Brussels Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,274,294,535,Open
ALT000849,2026-06-26,P045,Xarelto,WH008,Rome Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,57,87,386,Open
ALT000850,2026-06-26,P026,Amlodipine,WH005,Madrid Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,10,165,561,Open
ALT000851,2026-06-26,P010,Aerius,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,40,252,114,Open
ALT000852,2026-06-26,P022,Cefixime,WH008,Rome Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,77,145,750,Open
ALT000853,2026-06-26,P029,Prednisone,WH002,Lyon Distribution Center,SUP006,HealthChain Partners,Low Stock,High,3,265,532,Open
ALT000854,2026-06-26,P004,Paracetamol,WH001,Paris Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,4,231,390,Open
ALT000855,2026-06-26,P012,Smecta,WH008,Rome Distribution Center,SUP001,MediSupply Europe,Low Stock,High,35,144,400,Open
ALT000856,2026-06-26,P026,Amlodipine,WH007,Milan Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,32,165,837,Open
ALT000857,2026-06-26,P047,Lantus,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,85,139,133,Open
ALT000858,2026-06-26,P042,Flagyl,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,126,133,755,Open
ALT000859,2026-06-26,P048,Inexium,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,59,187,362,Open
ALT000860,2026-06-26,P028,Omeprazole,WH008,Rome Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,27,232,887,Open
ALT000861,2026-06-26,P035,Biseptine,WH008,Rome Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,12,137,75,Open
ALT000862,2026-06-26,P003,Ibuprofene,WH004,Munich Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,99,232,668,Open
ALT000863,2026-06-26,P034,Ketoprofene,WH009,Brussels Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,74,137,34,Open
ALT000864,2026-06-26,P029,Prednisone,WH004,Munich Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,76,265,357,Open
ALT000865,2026-06-26,P003,Ibuprofene,WH004,Munich Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,76,232,341,Open
ALT000866,2026-06-26,P023,Azithromycine,WH006,Barcelona Distribution Center,SUP006,HealthChain Partners,Low Stock,High,49,111,273,Open
ALT000867,2026-06-26,P020,Gaviscon,WH006,Barcelona Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,66,171,75,Open
ALT000868,2026-06-26,P047,Lantus,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,44,139,66,Open
ALT000869,2026-06-26,P005,Augmentin,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,33,92,173,Open
ALT000870,2026-06-26,P023,Azithromycine,WH008,Rome Distribution Center,SUP006,HealthChain Partners,Low Stock,High,2,111,368,Open
ALT000871,2026-06-26,P050,Nurofen,WH004,Munich Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,61,182,707,Open
ALT000872,2026-06-26,P030,Furosemide,WH005,Madrid Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,6,142,175,Open
ALT000873,2026-06-26,P047,Lantus,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,42,139,836,Open
ALT000874,2026-06-26,P039,Bisoprolol,WH009,Brussels Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,83,249,741,Open
ALT000875,2026-06-26,P022,Cefixime,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,74,145,566,Open
ALT000876,2026-06-26,P034,Ketoprofene,WH009,Brussels Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,93,137,221,Open
ALT000877,2026-06-26,P017,Levothyrox,WH006,Barcelona Distribution Center,SUP004,EuroMeds,Low Stock,Medium,65,194,474,Open
ALT000878,2026-06-26,P010,Aerius,WH007,Milan Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,14,252,452,Open
ALT000879,2026-06-26,P017,Levothyrox,WH007,Milan Distribution Center,SUP004,EuroMeds,Low Stock,Medium,69,194,214,Open
ALT000880,2026-06-26,P047,Lantus,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,40,139,363,Open
ALT000881,2026-06-26,P049,Doxycycline,WH001,Paris Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,52,84,49,Open
ALT000882,2026-06-26,P001,Doliprane,WH003,Berlin Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,6,178,699,Open
ALT000883,2026-06-26,P039,Bisoprolol,WH010,Amsterdam Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,234,249,427,Open
ALT000884,2026-06-26,P017,Levothyrox,WH008,Rome Distribution Center,SUP004,EuroMeds,Low Stock,High,6,194,499,Open
ALT000885,2026-06-26,P009,Kardegic,WH002,Lyon Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,88,115,466,Open
ALT000886,2026-06-26,P020,Gaviscon,WH002,Lyon Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,9,171,178,Open
ALT000887,2026-06-26,P003,Ibuprofene,WH001,Paris Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,30,232,168,Open
ALT000888,2026-06-26,P017,Levothyrox,WH007,Milan Distribution Center,SUP004,EuroMeds,Low Stock,High,38,194,531,Open
ALT000889,2026-06-26,P049,Doxycycline,WH005,Madrid Distribution Center,SUP002,PharmaLogistics,Low Stock,High,27,84,291,Open
ALT000890,2026-06-26,P026,Amlodipine,WH001,Paris Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,79,165,795,Open
ALT000891,2026-06-26,P032,Cetirizine,WH006,Barcelona Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,93,204,747,Open
ALT000892,2026-06-26,P018,Zyrtec,WH001,Paris Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,64,294,541,Open
ALT000893,2026-06-26,P043,Cortancyl,WH001,Paris Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,78,267,378,Open
ALT000894,2026-06-26,P035,Biseptine,WH007,Milan Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,46,137,315,Open
ALT000895,2026-06-26,P033,Fluconazole,WH002,Lyon Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,2,229,256,Open
ALT000896,2026-06-26,P034,Ketoprofene,WH003,Berlin Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,64,137,743,Open
ALT000897,2026-06-26,P019,Mopral,WH008,Rome Distribution Center,SUP001,MediSupply Europe,Low Stock,High,5,222,88,Open
ALT000898,2026-06-26,P012,Smecta,WH003,Berlin Distribution Center,SUP001,MediSupply Europe,Low Stock,High,6,144,6,Open
ALT000899,2026-06-26,P044,Eliquis,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,22,180,295,Open
ALT000900,2026-06-26,P002,Amoxicilline,WH002,Lyon Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,61,129,63,Open
ALT000901,2026-06-26,P033,Fluconazole,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,25,229,166,Open
ALT000902,2026-06-26,P005,Augmentin,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,77,92,881,Open
ALT000903,2026-06-26,P033,Fluconazole,WH008,Rome Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,30,229,129,Open
ALT000904,2026-06-26,P020,Gaviscon,WH004,Munich Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,68,171,331,Open
ALT000905,2026-06-26,P029,Prednisone,WH007,Milan Distribution Center,SUP006,HealthChain Partners,Low Stock,High,35,265,681,Open
ALT000906,2026-06-26,P029,Prednisone,WH005,Madrid Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,75,265,461,Open
ALT000907,2026-06-26,P017,Levothyrox,WH002,Lyon Distribution Center,SUP004,EuroMeds,Low Stock,High,11,194,195,Open
ALT000908,2026-06-26,P018,Zyrtec,WH010,Amsterdam Distribution Center,SUP002,PharmaLogistics,Low Stock,High,30,294,498,Open
ALT000909,2026-06-26,P049,Doxycycline,WH009,Brussels Distribution Center,SUP002,PharmaLogistics,Low Stock,High,33,84,24,Open
ALT000910,2026-06-26,P049,Doxycycline,WH007,Milan Distribution Center,SUP002,PharmaLogistics,Low Stock,High,31,84,788,Open
ALT000911,2026-06-26,P007,Efferalgan,WH003,Berlin Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,39,214,579,Open
ALT000912,2026-06-26,P027,Ramipril,WH010,Amsterdam Distribution Center,SUP004,EuroMeds,Low Stock,High,32,130,597,Open
ALT000913,2026-06-26,P047,Lantus,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,137,139,199,Open
ALT000914,2026-06-26,P030,Furosemide,WH009,Brussels Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,14,142,576,Open
ALT000915,2026-06-26,P003,Ibuprofene,WH004,Munich Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,58,232,655,Open
ALT000916,2026-06-26,P015,Plavix,WH005,Madrid Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,163,221,451,Open
ALT000917,2026-06-26,P006,Ventoline,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,71,139,850,Open
ALT000918,2026-06-26,P015,Plavix,WH003,Berlin Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,33,221,754,Open
ALT000919,2026-06-26,P045,Xarelto,WH001,Paris Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,30,87,355,Open
ALT000920,2026-06-26,P007,Efferalgan,WH008,Rome Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,86,214,258,Open
ALT000921,2026-06-26,P009,Kardegic,WH001,Paris Distribution Center,SUP002,PharmaLogistics,Low Stock,High,36,115,153,Open
ALT000922,2026-06-26,P032,Cetirizine,WH001,Paris Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,72,204,840,Open
ALT000923,2026-06-26,P010,Aerius,WH010,Amsterdam Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,26,252,704,Open
ALT000924,2026-06-26,P035,Biseptine,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,89,137,832,Open
ALT000925,2026-06-26,P025,Insuline,WH004,Munich Distribution Center,SUP005,Global Pharma Supply,Low Stock,Medium,83,270,315,Open
ALT000926,2026-06-26,P015,Plavix,WH009,Brussels Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,65,221,200,Open
ALT000927,2026-06-26,P004,Paracetamol,WH003,Berlin Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,21,231,9,Open
ALT000928,2026-06-26,P050,Nurofen,WH005,Madrid Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,74,182,633,Open
ALT000929,2026-06-26,P046,Humalog,WH004,Munich Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,89,132,859,Open
ALT000930,2026-06-26,P048,Inexium,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,3,187,77,Open
ALT000931,2026-06-26,P010,Aerius,WH008,Rome Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,50,252,829,Open
ALT000932,2026-06-26,P046,Humalog,WH003,Berlin Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,80,132,312,Open
ALT000933,2026-06-26,P027,Ramipril,WH010,Amsterdam Distribution Center,SUP004,EuroMeds,Low Stock,Medium,52,130,682,Open
ALT000934,2026-06-26,P017,Levothyrox,WH009,Brussels Distribution Center,SUP004,EuroMeds,Low Stock,High,48,194,304,Open
ALT000935,2026-06-26,P025,Insuline,WH006,Barcelona Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,14,270,460,Open
ALT000936,2026-06-26,P049,Doxycycline,WH001,Paris Distribution Center,SUP002,PharmaLogistics,Low Stock,High,35,84,499,Open
ALT000937,2026-06-26,P033,Fluconazole,WH003,Berlin Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,179,229,887,Open
ALT000938,2026-06-26,P037,Atorvastatine,WH009,Brussels Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,33,128,103,Open
ALT000939,2026-06-26,P043,Cortancyl,WH004,Munich Distribution Center,SUP006,HealthChain Partners,Low Stock,High,21,267,589,Open
ALT000940,2026-06-26,P018,Zyrtec,WH005,Madrid Distribution Center,SUP002,PharmaLogistics,Low Stock,High,33,294,318,Open
ALT000941,2026-06-26,P004,Paracetamol,WH009,Brussels Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,17,231,608,Open
ALT000942,2026-06-26,P004,Paracetamol,WH001,Paris Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,22,231,332,Open
ALT000943,2026-06-26,P015,Plavix,WH001,Paris Distribution Center,SUP001,MediSupply Europe,Low Stock,Critical,82,221,851,Open
ALT000944,2026-06-26,P001,Doliprane,WH009,Brussels Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,70,178,7,Open
ALT000945,2026-06-26,P038,Rivaroxaban,WH005,Madrid Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,126,259,688,Open
ALT000946,2026-06-26,P038,Rivaroxaban,WH003,Berlin Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,81,259,421,Open
ALT000947,2026-06-26,P010,Aerius,WH001,Paris Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,29,252,669,Open
ALT000948,2026-06-26,P028,Omeprazole,WH010,Amsterdam Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,80,232,554,Open
ALT000949,2026-06-26,P003,Ibuprofene,WH008,Rome Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,37,232,564,Open
ALT000950,2026-06-26,P045,Xarelto,WH007,Milan Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,24,87,458,Open
ALT000951,2026-06-26,P035,Biseptine,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,10,137,383,Open
ALT000952,2026-06-26,P004,Paracetamol,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,65,231,539,Open
ALT000953,2026-06-26,P025,Insuline,WH001,Paris Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,24,270,138,Open
ALT000954,2026-06-26,P036,Sertraline,WH004,Munich Distribution Center,SUP006,HealthChain Partners,Low Stock,High,44,165,499,Open
ALT000955,2026-06-26,P046,Humalog,WH002,Lyon Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,93,132,530,Open
ALT000956,2026-06-26,P041,Clamoxyl,WH007,Milan Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,28,94,541,Open
ALT000957,2026-06-26,P023,Azithromycine,WH008,Rome Distribution Center,SUP006,HealthChain Partners,Low Stock,High,35,111,403,Open
ALT000958,2026-06-26,P023,Azithromycine,WH005,Madrid Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,79,111,889,Open
ALT000959,2026-06-26,P032,Cetirizine,WH003,Berlin Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,85,204,551,Open
ALT000960,2026-06-26,P023,Azithromycine,WH005,Madrid Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,53,111,331,Open
ALT000961,2026-06-26,P017,Levothyrox,WH004,Munich Distribution Center,SUP004,EuroMeds,Low Stock,Medium,60,194,761,Open
ALT000962,2026-06-26,P040,Salbutamol,WH009,Brussels Distribution Center,SUP002,PharmaLogistics,Low Stock,High,17,149,557,Open
ALT000963,2026-06-26,P030,Furosemide,WH001,Paris Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,27,142,635,Open
ALT000964,2026-06-26,P032,Cetirizine,WH009,Brussels Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,71,204,618,Open
ALT000965,2026-06-26,P047,Lantus,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,7,139,707,Open
ALT000966,2026-06-26,P047,Lantus,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,17,139,708,Open
ALT000967,2026-06-26,P029,Prednisone,WH001,Paris Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,170,265,608,Open
ALT000968,2026-06-26,P029,Prednisone,WH004,Munich Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,72,265,246,Open
ALT000969,2026-06-26,P039,Bisoprolol,WH002,Lyon Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,19,249,75,Open
ALT000970,2026-06-26,P017,Levothyrox,WH010,Amsterdam Distribution Center,SUP004,EuroMeds,Low Stock,Medium,64,194,538,Open
ALT000971,2026-06-26,P043,Cortancyl,WH008,Rome Distribution Center,SUP006,HealthChain Partners,Low Stock,High,35,267,222,Open
ALT000972,2026-06-26,P025,Insuline,WH002,Lyon Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,41,270,453,Open
ALT000973,2026-06-26,P029,Prednisone,WH001,Paris Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,196,265,108,Open
ALT000974,2026-06-26,P009,Kardegic,WH009,Brussels Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,52,115,840,Open
ALT000975,2026-06-26,P016,Toplexil,WH010,Amsterdam Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,59,283,616,Open
ALT000976,2026-06-26,P041,Clamoxyl,WH004,Munich Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,92,94,418,Open
ALT000977,2026-06-26,P045,Xarelto,WH009,Brussels Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,33,87,706,Open
ALT000978,2026-06-26,P030,Furosemide,WH002,Lyon Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,11,142,720,Open
ALT000979,2026-06-26,P006,Ventoline,WH009,Brussels Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,72,139,850,Open
ALT000980,2026-06-26,P040,Salbutamol,WH007,Milan Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,55,149,560,Open
ALT000981,2026-06-26,P002,Amoxicilline,WH002,Lyon Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,82,129,636,Open
ALT000982,2026-06-26,P020,Gaviscon,WH006,Barcelona Distribution Center,SUP008,LifeCare Suppliers,Low Stock,Medium,59,171,145,Open
ALT000983,2026-06-26,P029,Prednisone,WH004,Munich Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,59,265,525,Open
ALT000984,2026-06-26,P011,Dafalgan,WH010,Amsterdam Distribution Center,SUP002,PharmaLogistics,Low Stock,High,42,99,751,Open
ALT000985,2026-06-26,P031,Loratadine,WH006,Barcelona Distribution Center,SUP003,BioHealth Distribution,Low Stock,Medium,238,269,322,Open
ALT000986,2026-06-26,P027,Ramipril,WH010,Amsterdam Distribution Center,SUP004,EuroMeds,Low Stock,High,13,130,825,Open
ALT000987,2026-06-26,P030,Furosemide,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,9,142,898,Open
ALT000988,2026-06-26,P009,Kardegic,WH001,Paris Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,82,115,509,Open
ALT000989,2026-06-26,P031,Loratadine,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,45,269,507,Open
ALT000990,2026-06-26,P034,Ketoprofene,WH009,Brussels Distribution Center,SUP005,Global Pharma Supply,Low Stock,High,4,137,786,Open
ALT000991,2026-06-26,P036,Sertraline,WH007,Milan Distribution Center,SUP006,HealthChain Partners,Low Stock,Medium,72,165,300,Open
ALT000992,2026-06-26,P017,Levothyrox,WH008,Rome Distribution Center,SUP004,EuroMeds,Low Stock,High,2,194,578,Open
ALT000993,2026-06-26,P007,Efferalgan,WH008,Rome Distribution Center,SUP003,BioHealth Distribution,Low Stock,Critical,31,214,150,Open
ALT000994,2026-06-26,P028,Omeprazole,WH001,Paris Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,30,232,678,Open
ALT000995,2026-06-26,P031,Loratadine,WH008,Rome Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,8,269,86,Open
ALT000996,2026-06-26,P003,Ibuprofene,WH010,Amsterdam Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,4,232,100,Open
ALT000997,2026-06-26,P042,Flagyl,WH006,Barcelona Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,26,133,436,Open
ALT000998,2026-06-26,P040,Salbutamol,WH010,Amsterdam Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,138,149,116,Open
ALT000999,2026-06-26,P045,Xarelto,WH004,Munich Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,42,87,363,Open
ALT001000,2026-06-26,P030,Furosemide,WH010,Amsterdam Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,26,142,866,Open
ALT001001,2026-06-26,P012,Smecta,WH010,Amsterdam Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,51,144,671,Open
ALT001002,2026-06-26,P010,Aerius,WH002,Lyon Distribution Center,SUP007,ColdMed Logistics,Low Stock,Medium,99,252,91,Open
ALT001003,2026-06-26,P018,Zyrtec,WH009,Brussels Distribution Center,SUP002,PharmaLogistics,Low Stock,Medium,279,294,6,Open
ALT001004,2026-06-26,P049,Doxycycline,WH008,Rome Distribution Center,SUP002,PharmaLogistics,Low Stock,High,26,84,791,Open
ALT001005,2026-06-26,P038,Rivaroxaban,WH001,Paris Distribution Center,SUP001,MediSupply Europe,Low Stock,High,1,259,597,Open
ALT001006,2026-06-26,P038,Rivaroxaban,WH005,Madrid Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,77,259,423,Open
ALT001007,2026-06-26,P045,Xarelto,WH009,Brussels Distribution Center,SUP003,BioHealth Distribution,Low Stock,High,3,87,817,Open
ALT001008,2026-06-26,P032,Cetirizine,WH001,Paris Distribution Center,SUP001,MediSupply Europe,Low Stock,Medium,120,204,263,Open
ALT001009,2026-06-26,P028,Omeprazole,WH010,Amsterdam Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,42,232,28,Open
ALT001010,2026-06-26,P022,Cefixime,WH009,Brussels Distribution Center,SUP007,ColdMed Logistics,Low Stock,High,28,145,84,Open
ALT001011,2026-06-26,P024,Metformine,WH009,Brussels Distribution Center,SUP008,LifeCare Suppliers,Low Stock,High,28,294,611,Open
